,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Location
783,29/11/2015,4:11:41,malay,female,thin,45.0,no,baby,59.0,2.0,12.0,2.972697708,101.6681234,"Lebuhraya Maju, Sepang, Selangor, 62300, Malaysia"
784,29/11/2015,4:11:41,malay,female,moderate,32.0,yes,toddler,35.67082167387433,4.0,14.045362392295996,2.914358066,101.7240908,"Sepang, Selangor, 63450, Malaysia"
785,29/11/2015,4:11:41,malay,female,thin,33.0,yes,baby,33.0,1.0,12.0,2.906297838,101.6363493,"Cyber 10, Cyberjaya, Sepang, Selangor, 63000, Malaysia"
786,29/11/2015,4:14:16,malay,male,moderate,50.0,no,no_kids,51.0,2.0,20.0,2.923955574,101.6340938,"Mutiara Ville Tower J, Persiaran Sepang, Cyber 9, Cyberjaya, Sepang, Selangor, 63000, Malaysia"
787,29/11/2015,8:16:36,malay,male,fat,38.0,no,toddler,53.0,5.0,7.0,2.972791285,101.71048,"Lebuhraya Lembah Klang Selatan, IOI Resort City, Sepang, Selangor, 62502, Malaysia"
788,29/11/2015,8:56:00,chinese,male,thin,28.0,no,no_kids,16.0,2.0,11.0,2.939488268,101.7240119,"Nexus International School, Jalan Diplomatik 3, Presint Diplomatik, Putrajaya, 62050, Malaysia"
789,29/11/2015,9:46:09,malay,male,thin,46.0,no,no_kids,37.0,5.0,13.0,2.949483544,101.6490291,"Sepang, Selangor, 47120, Malaysia"
790,09/12/2015,9:46:09,malay,male,moderate,34.0,no,no_kids,52.0,2.0,12.0,2.918507849,101.7314317,"Kampung Desa Putra, Sepang, Selangor, 63450, Malaysia"
791,09/12/2015,15:13:16,malay,female,thin,33.0,no,no_kids,44.0,1.0,13.0,2.926714414,101.6815871,"Presint 8, Putrajaya, 62250, Malaysia"
792,09/12/2015,15:21:37,malay,male,thin,37.0,no,no_kids,27.0,1.0,21.0,2.930503683,101.6346431,"Lake Point Residence, Cyberjaya, Sepang, Selangor, 63000, Malaysia"
793,09/12/2015,16:20:06,malay,female,thin,42.0,no,no_kids,56.0,1.0,16.0,2.952427346,101.6925555,"Presint 10, Putrajaya, 61250, Malaysia"
794,09/12/2015,16:50:56,malay,female,thin,45.0,no,baby,42.0,4.0,11.0,2.950438533,101.6614846,"Lebuhraya Damansara‒Puchong ‒ Putrajaya dan Cyberjaya, Cyber 3, Cyberjaya, Sepang, Selangor, 62300, Malaysia"
795,09/12/2015,17:21:26,malay,female,thin,39.40782991962665,yes,baby,22.0,3.0,20.0,2.931607301,101.6513293,"Persiaran Semarak Api, Cyber 4, Cyberjaya, Sepang, Selangor, 63200, Malaysia"
796,09/12/2015,17:22:37,malay,female,moderate,44.0,no,young,21.0,2.0,14.0,2.932500419,101.7060139,"Jalan P16E, Presint 16, Putrajaya, 62150, Malaysia"
797,09/12/2015,17:24:32,malay,female,moderate,39.0,yes,no_kids,18.0,1.0,21.0,2.969222397,101.7071964,"Putrajaya Marriott Hotel, Lebuhraya Lembah Klang Selatan, IOI Resort City, Sepang, Selangor, 62502, Malaysia"
798,09/12/2015,17:37:56,malay,female,moderate,50.0,yes,young,36.0,2.0,15.0,2.939878096,101.6778762,"Water Tank, Lebuh Perdana Barat, Presint 9, Putrajaya, 61250, Malaysia"
799,09/12/2015,18:43:46,malay,female,moderate,39.40782991962665,yes,toddler,56.0,1.0,12.0,2.910528148,101.6850798,"Jalan Tun Hussein, Presint 4, Putrajaya, 62100, Malaysia"
800,09/12/2015,19:02:06,indian,male,moderate,42.0,no,no_kids,17.0,2.0,15.0,3.103407114,101.7507182,"Pasar Cheras Utama, Jalan 9/95B, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
801,09/12/2015,20:05:46,malay,female,thin,40.0,no,no_kids,13.0,5.0,17.0,3.167681747,101.7829876,"Trail C, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 68000, Malaysia"
802,09/12/2015,20:05:46,malay,female,moderate,45.0,no,no_kids,41.0,3.0,21.0,3.119247795,101.7343064,"Kompleks Seri Bintang, Jalan 2/91A, Pudu Ulu, Cheras, Kuala Lumpur, 51500, Malaysia"
803,09/12/2015,20:33:01,malay,male,fat,34.0,no,no_kids,25.0,3.0,14.0,3.106518802,101.7769152,"Trail D, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
804,09/12/2015,20:37:01,malay,female,moderate,53.0,no,no_kids,31.0,3.0,18.0,3.178167731,101.7677934,"Jalan Bukit Utama 2/3, Taman Bukit Utama, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
805,09/12/2015,20:42:57,indian,female,moderate,39.40782991962665,no,no_kids,51.0,1.0,14.0,3.092475461,101.7484623,"Bukit Segar, Cheras, Kuala Lumpur, 56100, Malaysia"
806,09/12/2015,20:43:20,malay,male,moderate,29.0,no,no_kids,59.0,3.0,10.0,3.112336946,101.709751,"Jalan 5/89B, Kawasan Perindustrian Trisegi, Kuala Lumpur, 55200, Malaysia"
807,14/01/2016,22:13:17,foreigner,female,moderate,57.0,no,toddler,37.0,4.0,15.0,3.173422155,101.7178909,"Pusat Latihan Polis, Jalan Sultan Yahya Petra, Kampung Datuk Keramat, Kuala Lumpur, 10024, Malaysia"
808,17/01/2016,10:31:44,malay,male,moderate,52.0,yes,no_kids,15.0,4.0,10.0,3.142041206,101.7457498,"Jalan B, Taman Angsana Hilir, Perwira Jaya, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 50600, Malaysia"
809,03/02/2016,22:10:21,malay,female,fat,37.0,yes,toddler ,54.0,3.0,13.0,3.109908337,101.7427528,"Jalan Perdana 6/9, Pandan Perdana, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 55300, Malaysia"
810,06/02/2016,1:20:49,foreigner,female,fat,33.0,no,toddler ,57.0,3.0,10.0,3.091975901,101.699156,"Vitis Sales Gallery, Jalan 2/108C, Taman Sungai Besi, Salak Selatan, Kuala Lumpur, 57100, Malaysia"
811,06/02/2016,21:22:19,malay,female,moderate,23.0,no,toddler,48.0,3.0,12.0,3.184453356,101.7359613,"Setiawangsa, Kuala Lumpur, 54100, Malaysia"
812,10/12/2015,17:45:19,chinese,female,moderate,28.0,no,toddler,15.0,4.0,7.0,3.187481677,101.7431112,"Jalan Puncak, Setiawangsa, Kuala Lumpur, 54200, Malaysia"
813,22/02/2016,17:59:24,malay,female,thin,45.0,yes,baby,53.0,4.0,10.0,3.134251505,101.7253607,"Padang Sekolah, Jalan Nakhoda Yusof, Maluri, Cheras, Kuala Lumpur, 50988, Malaysia"
814,22/12/2015,8:47:32,malay,female,fat,33.0,no,toddler,22.0,3.0,9.0,3.095202159,101.7265815,"peow house, Jalan Midah Tengah, Taman Midah, Cheras, Kuala Lumpur, 51020, Malaysia"
815,06/01/2016,18:01:47,malay,female,moderate,59.0,no,young,35.0,1.0,19.0,3.154072584,101.7667151,"Jalan Melor 6, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
816,26/02/2016,3:05:54,malay,female,thin,60.0,no,young,51.0,3.0,16.0,3.146512948,101.7663138,"Restoran Nasi Kandar Al-Shariff, Jalan Wawasan 2/12, Taman Kosas, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
817,09/02/2016,15:53:44,malay,male,moderate,53.0,no,toddler,50.0,2.0,17.0,3.103702538,101.7508114,"Pasar Cheras Utama, Jalan 9/95B, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
818,27/02/2016,14:26:48,indian,male,moderate,43.0,no,no_kids,30.0,3.0,10.0,3.184708302,101.7184559,"Semarak, Kuala Lumpur, 54100, Malaysia"
819,27/02/2016,10:14:04,indian,male,thin,39.0,no,toddler,29.0,3.0,13.0,3.111516148,101.7654437,"Jalan Teratai 1/2, Taman Bukit Teratai, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 56100, Malaysia"
820,13/12/2015,17:18:12,malay,male,moderate,49.0,yes,young,59.0,3.0,19.0,3.176824387,101.7211209,"Jalan Sultan Yahya Petra, Semarak, Kuala Lumpur, 54100, Malaysia"
821,28/01/2016,18:17:20,malay,female,thin,43.0,yes,no_kids,33.0,4.0,13.0,3.123127585,101.75511,"Jalan Maju 1/8, Taman Muda, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 55300, Malaysia"
822,04/02/2016,12:34:48,foreigner,male,thin,20.0,no,toddler,55.0,2.0,17.0,3.130599735,101.7544228,"Aery Jo Academy, M2-C-15, Jalan Pandan Indah 4/6, Lembah Maju, Pandan Indah, Ampang, Kuala Lumpur, Hulu Langat, Selangor, 55100, Malaysia"
823,09/01/2016,18:20:30,chinese,female,fat,32.0,no,toddler ,43.0,4.0,10.0,3.141551533,101.7676775,"676, Jalan 3, Kampung Baru Ampang, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
824,26/02/2016,15:35:03,malay,male,fat,39.40782991962665,yes,toddler ,60.0,5.0,8.0,3.180605266,101.7756651,"Puncak Bukit Antarabangsa, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
825,16/01/2016,17:20:53,malay,female,fat,25.0,yes,no_kids,11.0,3.0,8.0,3.154413975,101.7534106,"Jalan 6, Taman Ampang Utama, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
826,27/02/2016,23:33:52,chinese,female,thin,23.0,no,toddler ,28.0,1.0,19.0,3.136323286,101.7015956,"Ibu Pejabat Jabatan Bomba dan Penyelamat Malaysia Wilayah Persekutuan Kuala Lumpur, Jalan Choo Cheng Khay, Merdeka View, Pudu, Kuala Lumpur, 50150, Malaysia"
827,20/02/2016,1:36:35,chinese,male,thin,25.0,yes,baby,24.0,0.0,17.0,3.119507888,101.7047918,"Az-Zubair Mosque KL Air Base, Jalan Lapangan Terbang Lama, Kuala Lumpur, 55200, Malaysia"
828,07/01/2016,23:18:53,foreigner,female,fat,21.0,no,young,54.0,5.0,8.0,3.134997688,101.7743947,"Taman Dagang Jaya, Kampung Indah Permai, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
829,26/12/2015,4:56:46,chinese,male,fat,38.0,yes,no_kids,45.0,5.0,8.0,3.1527686,101.7589864,"Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
830,16/02/2016,8:42:21,malay,male,fat,49.0,no,toddler,29.0,1.0,16.0,3.107083838,101.7223527,"Institut Pendidikan Guru Kampus Ilmu Khas, Jalan Yaacob Latif, Bandar Tun Razak, Cheras, Kuala Lumpur, 55300, Malaysia"
831,11/02/2016,13:58:11,malay,male,moderate,22.0,yes,young,21.0,2.0,16.0,3.104303842,101.7737927,"Apek Hill, Waterfall trail, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
832,10/12/2015,22:48:53,indian,female,moderate,54.0,no,baby,42.0,3.0,10.0,3.117399384,101.7489589,"Jalan Kencana 20, Taman Mawar, Pandan Perdana, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 55300, Malaysia"
833,21/12/2015,15:23:50,indian,female,moderate,53.0,yes,no_kids,44.0,2.0,19.0,3.101844838,101.7101322,"Jalan Sri Permaisuri 2, Bandar Sri Permaisuri, Cheras, Kuala Lumpur, 51020, Malaysia"
834,19/02/2016,7:03:12,malay,male,moderate,57.0,no,young,37.0,5.0,10.0,3.12491718,101.7284114,"Maluri Station Park and Ride, Jalan Jejaka, Maluri, Cheras, Kuala Lumpur, 51500, Malaysia"
835,08/02/2016,21:06:05,indian,female,fat,39.40782991962665,yes,baby,26.0,2.0,18.0,3.122823995,101.7523786,"Sekolah Menengah Kebangsaan Pandan Indah, Jalan Pandan Ilmu, Taman Muda, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 55300, Malaysia"
836,18/02/2016,17:50:32,malay,female,moderate,59.0,no,no_kids,11.0,5.0,13.0,3.121386482,101.7672421,"Jalan 11, Taman Seri Raya, Kampung Tasik Tambahan, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 56100, Malaysia"
837,17/01/2016,21:50:24,chinese,male,fat,42.0,no,no_kids,19.0,0.0,17.0,3.096205923,101.7279183,"Sekolah Kebangsaan Taman Midah 2, Jalan Midah 14, Taman Midah, Cheras, Kuala Lumpur, 51020, Malaysia"
838,03/02/2016,10:45:32,malay,male,thin,47.0,no,no_kids,60.0,3.0,21.0,3.160858665,101.7525557,"Lebuhraya Bertingkat Ampang - Kuala Lumpur, Taman Ampang Jaya, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
839,21/02/2016,16:48:23,chinese,male,thin,24.0,no,baby,49.0,0.0,20.0,3.099429478,101.738077,"Taman Midah, Cheras, Kuala Lumpur, 56100, Malaysia"
840,27/02/2016,22:24:25,malay,female,thin,60.0,no,toddler ,17.0,0.0,7.0,3.120630047,101.755119,"Jalan Kemboja 11, Taman Muda, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 55300, Malaysia"
841,19/01/2016,16:36:51,chinese,male,thin,47.0,no,toddler,22.0,1.0,12.0,3.100586663,101.7585465,"Lebuhraya Bertingkat Sungai Besi–Ulu Klang, Taman Bukit Permai, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 56100, Malaysia"
842,30/12/2015,16:48:36,malay,male,moderate,32.0,no,young,52.0,3.0,14.0,3.1379086,101.7234986,"Jalan Kampung Pandan, Maluri, Cheras, Kuala Lumpur, 55100, Malaysia"
843,20/12/2015,14:00:22,malay,male,fat,34.0,yes,no_kids,36.0,5.0,7.0,3.169603587,101.7157942,"Semarak, Kuala Lumpur, 10024, Malaysia"
844,20/12/2015,14:07:49,malay,male,fat,42.0,no,toddler,51.0,2.0,18.0,3.10308636,101.7005098,"Bandar Sri Permaisuri, Salak Selatan, Kuala Lumpur, 58100, Malaysia"
845,15/12/2015,11:30:00,chinese,male,moderate,25.0,no,no_kids,37.0,1.0,7.0,3.182327601,101.742762,"Jalan Setiawangsa 21, Setiawangsa, Kuala Lumpur, 54200, Malaysia"
846,09/01/2016,9:30:58,malay,female,fat,54.0,no,toddler ,20.0,0.0,12.0,3.143818547,101.709315,"Envy Cafe, Jalan Bintang, Kampung Dollah, Bukit Bintang, Kuala Lumpur, 50200, Malaysia"
847,02/01/2016,19:01:44,indian,male,thin,53.0,yes,baby,51.0,5.0,7.0,3.098117533,101.7287152,"Taman Midah, Cheras, Kuala Lumpur, 51020, Malaysia"
848,04/02/2016,3:01:31,indian,male,thin,45.0,no,baby,39.0,0.0,7.0,3.143764349,101.761231,"Plaza Ampang Jaya, Jalan Mewah 3, Taman Dagang, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
849,10/12/2015,21:23:33,indian,female,moderate,45.0,no,toddler ,59.0,4.0,11.0,3.141868953,101.7728068,"Jalan Desa Ampang 3, Taman Sri Ampang, Kampung Dato Mufti Shuib, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
850,27/01/2016,9:47:10,foreigner,female,fat,24.0,no,toddler,40.0,1.0,7.0,3.12824848,101.7016376,"Jalan Kerayong, Bukit Petaling, Seputeh, Kuala Lumpur, 50460, Malaysia"
851,02/01/2016,15:15:14,malay,female,thin,40.0,no,toddler ,12.0,0.0,8.0,3.133697645,101.7066789,"Pudu, Kuala Lumpur, 55200, Malaysia"
852,01/01/2016,1:40:55,malay,male,fat,59.0,yes,no_kids,57.0,1.0,12.0,3.122064194,101.7864119,"Jalan Ampang - Hulu Langat, Ampang, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 43100, Malaysia"
853,13/02/2016,19:27:57,foreigner,male,fat,39.40782991962665,no,baby,39.0,1.0,17.0,3.181886604,101.7200942,"Pusat Latihan Polis, Jalan Sultan Yahya Petra, Kampung Datuk Keramat, Kuala Lumpur, 10024, Malaysia"
854,24/12/2015,22:17:49,chinese,female,moderate,34.0,no,no_kids,48.0,1.0,21.0,3.128088681,101.737341,"Kolej Universiti Poly-Tech MARA Kuala Lumpur, Jalan 7/91, Maluri, Cheras, Kuala Lumpur, 51500, Malaysia"
855,05/01/2016,19:15:39,foreigner,female,moderate,57.0,no,young,30.0,5.0,17.0,3.171439094,101.7021132,"Hospital Kuala Lumpur, Jalan Tun Razak, Kuala Lumpur, 50572, Malaysia"
856,14/02/2016,14:16:54,chinese,male,thin,24.0,yes,no_kids,48.0,5.0,8.0,3.090389302,101.7095236,"483, Jalan 18, Kampung Baru Salak Selatan, Salak Selatan, Kuala Lumpur, 51020, Malaysia"
857,25/01/2016,19:27:57,malay,female,fat,39.40782991962665,yes,toddler,17.0,2.0,7.0,3.156291447,101.735869,"Jalan Wickham, Taman U-Thant, Kuala Lumpur, 50600, Malaysia"
858,29/12/2015,6:44:09,indian,male,thin,30.0,yes,young,41.0,0.0,10.0,3.180944663,101.7243107,"Jalan Maktab, Platinum Splendor Residence, Semarak, Kuala Lumpur, 54100, Malaysia"
859,04/01/2016,4:29:36,foreigner,female,moderate,52.0,no,no_kids,37.0,1.0,10.0,3.140749355,101.7617548,"293, Jalan 17, Kampung Baru Ampang, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
860,01/12/2015,8:21:29,malay,female,moderate,41.0,no,young,22.0,0.0,13.0,3.147001952,101.7272109,"Royal Selangor Golf Club, Jalan Tun Razak, Maluri, Pudu, Kuala Lumpur, 55100, Malaysia"
861,01/12/2015,17:18:19,malay,male,thin,55.0,no,no_kids,55.0,3.0,13.0,3.103120426,101.7470348,"Jalan Bawang, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
862,06/01/2016,14:14:56,foreigner,female,fat,28.0,no,toddler ,13.0,5.0,17.0,3.101959709,101.7823506,"Waterfall trail, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
863,23/01/2016,23:23:40,foreigner,female,moderate,55.0,yes,toddler,41.0,3.0,9.0,3.146408468,101.7146431,"Jalan Imbi Chapel, 154, Jalan Imbi, Kampung Dollah, Bukit Bintang, Kuala Lumpur, 55100, Malaysia"
864,06/12/2015,3:07:17,malay,male,thin,57.0,no,no_kids,17.0,3.0,11.0,3.166608393,101.7083215,"Jalan Hamzah, Chow Kit, Kampong Bharu, Kuala Lumpur, 50400, Malaysia"
865,08/01/2016,6:54:13,indian,female,moderate,55.0,no,toddler ,17.0,1.0,13.0,3.172308146,101.739655,"Jalan AU 1B/1, AU1, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
866,18/12/2015,11:07:08,foreigner,female,fat,47.0,no,young,31.0,0.0,15.0,3.100898647,101.7024457,"Lebuhraya Sungai Besi, Bandar Sri Permaisuri, Salak Selatan, Kuala Lumpur, 51020, Malaysia"
867,18/02/2016,20:02:23,chinese,male,fat,55.0,yes,baby,48.0,5.0,9.0,3.197087931,101.7234524,"Jalan Usahawan 6, Kawasan Perindustrain Jalan Usahawan, Setapak, Kuala Lumpur, 53300, Malaysia"
868,05/12/2015,20:44:38,malay,female,moderate,35.0,yes,toddler ,35.67082167387433,1.0,19.0,3.19249152,101.7436009,"Jalan Wangsamas, Bukit Wangsamas, Setiawangsa, Kuala Lumpur, 54200, Malaysia"
869,12/01/2016,8:03:49,foreigner,female,fat,22.0,no,toddler ,21.0,2.0,14.0,3.142287479,101.7072163,"Ibu Pejabat Polis Kontinjen Kuala Lumpur, Jalan Pudu, Bukit Bintang, Kuala Lumpur, 50150, Malaysia"
870,28/01/2016,15:13:00,malay,female,moderate,28.0,yes,toddler ,35.67082167387433,2.0,14.045362392295996,3.192319104,101.7640675,"Jalan Beverly Height 2, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
871,01/01/2016,13:48:19,chinese,male,fat,47.0,no,young,58.0,0.0,11.0,3.144043423,101.7098017,"Plaza Low Yat, 7, Jalan Bintang, Kampung Dollah, Bukit Bintang, Kuala Lumpur, 55100, Malaysia"
872,02/12/2015,19:18:18,malay,male,fat,20.0,no,no_kids,35.67082167387433,0.0,17.0,3.105705743,101.7374298,"Jalan Jalak, Taman Cheras, Cheras, Kuala Lumpur, 56100, Malaysia"
873,04/02/2016,3:43:26,foreigner,male,fat,18.0,no,toddler ,29.0,1.0,19.0,3.126557235,101.748588,"Jalan Pandan Indah 2/8, Taman Muda, Pandan Indah, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 51500, Malaysia"
874,11/01/2016,16:14:02,indian,female,fat,25.0,no,no_kids,29.0,1.0,10.0,3.094604833,101.7027234,"Salak Jaya, Lebuhraya Sungai Besi, Bandar Sri Permaisuri, Salak Selatan, Kuala Lumpur, 57100, Malaysia"
875,27/01/2016,9:21:52,chinese,male,fat,40.0,yes,baby,51.0,3.0,19.0,3.143191319,101.7016742,"Young Womens' Christian Association of Kuala Lumpur, Jalan Hang Jebat, Bukit Bintang, Kuala Lumpur, 50150, Malaysia"
876,05/01/2016,8:25:25,indian,female,moderate,35.0,yes,baby,26.0,5.0,21.0,3.092728242,101.7324849,"Jalan 13/119, Bandar Tun Razak, Cheras, Kuala Lumpur, 56000, Malaysia"
877,12/12/2015,11:42:41,indian,female,fat,47.0,no,baby,42.0,3.0,20.0,3.092977133,101.7332935,"Jalan 24/119, Taman Taynton View, Cheras, Kuala Lumpur, 56100, Malaysia"
878,16/01/2016,21:11:16,indian,female,fat,47.0,yes,baby,35.67082167387433,0.0,21.0,3.113089834,101.7157818,"Kedai Dobi Boboy, Jalan Jelawat 1, Taman Ikan Emas, Cheras, Kuala Lumpur, 55200, Malaysia"
879,21/02/2016,20:08:29,chinese,female,moderate,53.0,no,baby,12.0,3.0,11.0,3.131297993,101.7097704,"Jalan Loke Yew, Pudu, Kuala Lumpur, 55200, Malaysia"
880,01/03/2016,4:18:29,chinese,female,fat,27.0,yes,young,43.0,0.0,8.0,3.125146948,101.7376695,"Lorong 1/91, Taman Shamelin Perkasa, Cheras, Kuala Lumpur, 51500, Malaysia"
881,01/12/2015,6:51:30,malay,male,moderate,29.0,no,toddler,49.0,3.0,17.0,3.17882996,101.781775,"Trail C, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 68000, Malaysia"
882,15/12/2015,13:35:59,indian,female,thin,22.0,no,young,24.0,3.0,21.0,3.120531364,101.725071,"Plaza Tol Loke Yew, Lebuhraya Sungai Besi, Pudu Ulu, Cheras, Kuala Lumpur, 51500, Malaysia"
883,23/01/2016,4:40:39,malay,male,fat,59.0,yes,toddler ,59.0,4.0,7.0,3.149384241,101.7113214,"7-Eleven, Jalan Sultan Ismail, Kampung Dollah, Bukit Bintang, Kuala Lumpur, 50540, Malaysia"
884,13/12/2015,4:44:11,foreigner,female,moderate,54.0,yes,toddler ,59.0,5.0,18.0,3.125155086,101.7038634,"Jalan Istana, Bukit Petaling, Pudu, Kuala Lumpur, 55200, Malaysia"
885,12/01/2016,22:48:24,indian,female,thin,39.40782991962665,yes,toddler ,33.0,2.0,7.0,3.12843576,101.7092608,"Jalan 1/78, PPR Seri Alam, Pudu, Kuala Lumpur, 57000, Malaysia"
886,23/02/2016,4:23:32,malay,male,thin,38.0,yes,no_kids,38.0,3.0,9.0,3.148858394,101.7559802,"IPD Ampang Jaya, Jalan Dagang B/2, Sri Ampang Mas, Taman Dagang, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 68000, Malaysia"
887,14/02/2016,21:05:48,malay,female,moderate,20.0,yes,no_kids,57.0,4.0,16.0,3.196385389,101.7164345,"Jalan Perusahaan Kiri, Kawasan Perindustrain Jalan Usahawan, Setapak, Kuala Lumpur, 53000, Malaysia"
888,07/02/2016,16:36:25,indian,male,moderate,41.0,yes,toddler ,36.0,5.0,12.0,3.109228883,101.7830694,"Ah Meng trail, Ampang, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 43100, Malaysia"
889,07/12/2015,6:01:19,foreigner,female,thin,24.0,no,no_kids,41.0,2.0,7.0,3.182700916,101.753718,"Jalan 17/56, Mawar Sari Apartment, Setiawangsa, Kuala Lumpur, 54200, Malaysia"
890,07/02/2016,5:57:24,malay,male,moderate,20.0,no,young,13.0,3.0,19.0,3.180104446,101.7177236,"Pusat Latihan Polis, Jalan Sultan Yahya Petra, Kampung Datuk Keramat, Kuala Lumpur, 10024, Malaysia"
891,17/01/2016,18:16:33,malay,female,fat,24.0,yes,toddler,31.0,0.0,17.0,3.18375007,101.7759733,"Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
892,04/12/2015,19:01:58,chinese,male,thin,28.0,no,no_kids,46.0,1.0,11.0,3.113800789,101.7441799,"Jalan Perdana 5/3, Pandan Perdana, Ampang, Majlis Perbandaran Ampang Jaya, Hulu Langat, Selangor, 55300, Malaysia"
893,15/02/2016,2:07:18,chinese,male,fat,45.0,yes,young,28.0,2.0,13.0,3.189979899,101.7593069,"Jalan AU 3/31, Bukit Antarabangsa, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
894,22/01/2016,20:56:31,foreigner,female,moderate,23.0,no,toddler ,53.0,0.0,10.0,3.1598893,101.748732,"Plaza Ampang City, Jalan Ampang Ulu, Kuala Lumpur, 50600, Malaysia"
895,17/02/2016,22:25:25,indian,male,fat,21.0,no,no_kids,16.0,5.0,16.0,3.116116276,101.785815,"Ampang Lookout Point trail, Batu 14 Hulu Langat, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 43100, Malaysia"
896,16/12/2015,7:58:48,foreigner,male,moderate,48.0,no,toddler,32.0,2.0,17.0,3.136084437,101.726737,"PPR Perkasa, Cheras, Kuala Lumpur, 55100, Malaysia"
897,21/12/2015,4:30:05,malay,male,fat,58.0,no,young,11.0,4.0,16.0,3.167495522,101.7529784,"Pusat Methodist Ampang, Lorong Kabus, Kampung Baru Kuala Ampang, Ulu Kelang, Majlis Perbandaran Ampang Jaya, Gombak, Selangor, 54200, Malaysia"
898,28/01/2016,20:22:53,indian,female,moderate,27.0,yes,toddler,32.0,3.0,14.0,3.124320178,101.7260586,"35, Jalan Galian, Taman Miharja, Cheras, Kuala Lumpur, 51500, Malaysia"
899,24/12/2015,17:22:33,chinese,female,thin,48.0,yes,no_kids,47.0,4.0,7.0,3.110045201,101.7061017,"Jalan Emas, Razak Mansion, Kuala Lumpur, 55200, Malaysia"
900,18/02/2016,15:41:48,malay,female,moderate,41.0,no,no_kids,41.0,5.0,14.0,3.155999311,101.7439426,"Papua New Guinea High Commission, Jalan Keranj 2, Ampang Hilir, Kuala Lumpur, 50600, Malaysia"
901,14/12/2015,12:27:07,foreigner,female,moderate,43.0,no,toddler,44.0,5.0,21.0,3.11231849,101.7040324,"Lebuhraya Kuala Lumpur–Seremban, Razak Mansion, Kuala Lumpur, 55200, Malaysia"
902,24/02/2016,8:11:10,foreigner,female,moderate,56.0,yes,young,50.0,3.0,12.0,3.088185304,101.7645636,"Taman Cheras Awana, Cheras, Majlis Perbandaran Kajang, Hulu Langat, Selangor, 56100, Malaysia"
